cc_num,merchant,category,amt,gender,state,zip,lat,long,city_pop,job,unix_time,merch_lat,merch_long,trans_year,trans_month,trans_day,trans_hour,trans_minute,trans_second,__target__
3566875419572867,275,0,74.21,1,43,5486,44.64,-73.3113,1654,336,1386878284,44.482424,-72.39059499999999,2020,12,12,19,58,4,0
36485887555770,322,8,87.91,1,33,43321,40.4971,-82.8342,267,123,1386878303,41.259961,-83.813198,2020,12,12,19,58,23,0
4210078554961359000,403,6,240.23,0,35,97452,43.92100000000001,-122.7806,1420,312,1386878315,44.618676,-123.611972,2020,12,12,19,58,35,0
4040099974063068700,389,6,74.67,1,26,58769,48.3396,-102.24,229,3,1386878371,49.271083,-102.055435,2020,12,12,19,59,31,0
378904938837132,460,0,36.79,0,34,73669,35.7382,-98.7388,1675,34,1386878372,36.007862,-99.724866,2020,12,12,19,59,32,0
4769426683924059000,22,0,2.65,0,36,17058,40.5553,-77.4001,1909,213,1386878404,41.356428,-77.072074,2020,12,12,20,0,4,0
4926376199189801,69,6,18.77,0,1,72529,36.3011,-91.5281,4726,244,1386878415,36.338863,-90.734888,2020,12,12,20,0,15,0
6011109736646996,211,12,17.14,0,25,28405,34.2651,-77.867,186140,112,1386878452,33.487018,-77.789369,2020,12,12,20,0,52,0
4570636521433188,313,10,17.73,0,7,32725,28.8989,-81.2473,88735,76,1386878454,29.350297,-81.6297,2020,12,12,20,0,54,0
6011552879910390,461,7,52.28,1,47,82936,41.0552,-110.1603,49,284,1386878472,41.463789,-109.514791,2020,12,12,20,1,12,0
2286236465059468,325,7,88.42,0,22,64726,38.5319,-93.9221,467,9,1386878513,38.546971,-92.996553,2020,12,12,20,1,53,0
2720012583106919,151,0,75.35,1,38,57756,43.3526,-102.5411,1126,341,1386878579,44.273227,-102.796806,2020,12,12,20,2,59,0
3564839259330465,401,5,39.74,1,3,94569,38.046,-122.1866,198,27,1386878598,38.560136,-122.364749,2020,12,12,20,3,18,0
3527536963490470,52,6,1.35,0,37,29911,32.9413,-81.1807,1725,300,1386878711,33.037867,-80.432338,2020,12,12,20,5,11,0
4727244663135968,219,10,49.66,0,0,36507,30.8635,-87.7644,19090,292,1386878739,31.528204,-87.98934799999999,2020,12,12,20,5,39,0
3533177016567295,97,1,158.08,1,27,68463,40.8731,-96.1528,1517,97,1386878746,41.569014,-95.782712,2020,12,12,20,5,46,0
3534718226968689,150,11,1.94,0,12,62926,37.3712,-89.1349,2263,293,1386878827,36.930608,-88.573077,2020,12,12,20,7,7,0
630441765090,335,0,96,0,40,76857,31.9571,-98.9656,1791,89,1386878827,32.894724,-98.387116,2020,12,12,20,7,7,0
6011366578560244,214,0,16.35,1,36,17051,40.5046,-77.7186,4653,226,1386878869,40.563806,-78.126825,2020,12,12,20,7,49,0
38797410705641,4,5,72.66,1,32,12460,42.4069,-74.1528,277,146,1386878882,42.487881,-74.216148,2020,12,12,20,8,2,0
4427805710168,149,7,14.11,0,30,88355,33.3305,-105.6933,8874,189,1386878901,32.366099,-106.390705,2020,12,12,20,8,21,0
373043435942726,290,12,141.57,1,40,77417,29.479,-95.9681,2457,334,1386878908,29.131619,-96.429371,2020,12,12,20,8,28,0
3587044315915002,210,1,51.63,1,39,38039,35.0659,-89.1534,1804,74,1386878952,35.272791,-88.943435,2020,12,12,20,9,12,0
503874407318,343,12,4.76,1,40,78248,29.5894,-98.5201,1595797,122,1386879055,28.802327,-99.236498,2020,12,12,20,10,55,0
375248307838179,29,7,2.3,1,46,26237,38.8564,-80.158,571,1,1386879065,39.354729,-81.047106,2020,12,12,20,11,5,0
36722699017270,149,7,103.82,0,2,85173,33.2887,-111.0985,2872,243,1386879098,34.102146000000005,-110.677808,2020,12,12,20,11,38,0
342351256941125,69,6,43.8,0,8,31046,33.1194,-83.8235,3343,326,1386879103,33.637903,-84.180318,2020,12,12,20,11,43,0
6544734391390261,49,7,50.07,1,13,46322,41.55,-87.4569,23727,80,1386879138,40.78101,-87.28591,2020,12,12,20,12,18,0
573860193545,31,6,11.34,1,12,60091,42.0765,-87.7246,27020,333,1386879145,42.695365,-87.448475,2020,12,12,20,12,25,0
30364087349027,87,0,12.4,1,34,74047,35.8896,-96.0887,7163,133,1386879205,36.431084000000006,-97.085594,2020,12,12,20,13,25,0
3564182536169293,394,5,50.77,0,33,43767,39.9934,-81.8024,1443,283,1386879267,39.773478,-81.972655,2020,12,12,20,14,27,0
6011724471098086,0,0,119.35,0,44,99323,46.1966,-118.9017,3684,221,1386879283,45.609927,-119.293228,2020,12,12,20,14,43,0
342952484382519,136,12,4.02,0,5,6024,42.0158,-73.2913,647,85,1386879283,41.39524,-72.757965,2020,12,12,20,14,43,0
374930071163758,49,7,46.32,1,20,48174,42.2203,-83.3583,31515,251,1386879350,41.523963,-83.99489,2020,12,12,20,15,50,0
5152054598359927,52,6,67.42,1,16,70056,29.8872,-90.0331,55581,37,1386879393,29.979211,-90.75211,2020,12,12,20,16,33,0
3536818734263520,273,10,276.15,1,10,50314,41.603,-93.633,222785,177,1386879417,42.117541,-93.223273,2020,12,12,20,16,57,0
4169759661243568,22,0,55.61,0,36,17041,40.2236,-76.538,213,302,1386879517,40.85289,-75.99714399999999,2020,12,12,20,18,37,0
4646845581490336000,250,13,3.85,0,32,11796,40.732,-73.1,4056,127,1386879603,40.954669,-72.52613199999999,2020,12,12,20,20,3,0
4777065439639721,450,7,58.39,1,36,19456,40.1334,-75.4536,737,230,1386879629,39.569825,-75.756516,2020,12,12,20,20,29,0
30234966027947,71,9,1.76,1,45,53061,43.9446,-88.0911,5196,65,1386879634,43.368273,-88.46934,2020,12,12,20,20,34,0
630423337322,325,7,55.47,0,44,99160,48.8878,-118.2105,149,302,1386879642,48.545186,-118.294371,2020,12,12,20,20,42,0
4810839835482794000,387,10,12.99,0,22,64874,36.7651,-94.0492,760,263,1386879659,37.535176,-93.915129,2020,12,12,20,20,59,0
3576021480694169,343,12,6.79,0,14,66618,39.1329,-95.7023,163415,294,1386879694,38.876311,-95.767384,2020,12,12,20,21,34,0
4607072969078276,79,1,146.09,0,34,73027,35.8985,-97.2607,1493,15,1386879699,35.165522,-96.619586,2020,12,12,20,21,39,1
4503101193493053000,236,0,7.42,0,7,33811,27.9865,-82.0139,237282,74,1386879703,28.13281,-81.218823,2020,12,12,20,21,43,0
30026790933302,97,1,55.52,1,23,39113,32.9013,-91.0286,595,318,1386879729,33.088506,-91.402698,2020,12,12,20,22,9,0
4755696071492,323,10,79.21,1,40,75048,32.9643,-96.6012,20328,299,1386879748,33.422008,-96.303559,2020,12,12,20,22,28,0
30376238035123,340,10,40.68,0,35,97476,42.825,-124.4409,217,288,1386879822,43.148555,-123.871434,2020,12,12,20,23,42,0
3541160328600277,391,8,56.14,1,12,62668,39.5723,-90.2379,1512,77,1386879824,38.855266,-89.319453,2020,12,12,20,23,44,0
373905417449658,236,0,74.05,0,40,76665,31.929,-97.6443,2526,247,1386879873,32.649536,-97.767077,2020,12,12,20,24,33,0
180049032966888,32,12,123.72,1,45,54559,46.4959,-90.4383,795,323,1386879908,46.316966,-91.025219,2020,12,12,20,25,8,0
6528911529051375,46,7,106.89,0,45,54896,45.8327,-91.0144,1478,225,1386879917,45.607386,-90.480622,2020,12,12,20,25,17,0
30199621383748,231,12,287.11,0,40,75452,33.4044,-96.2238,4090,310,1386879948,34.353427,-95.328537,2020,12,12,20,25,48,0
36722699017270,257,1,89.53,0,2,85173,33.2887,-111.0985,2872,243,1386879961,34.205503,-111.134294,2020,12,12,20,26,1,0
5456776410929288,105,5,25.58,0,36,16048,41.0472,-79.8089,139,239,1386879964,40.676508,-79.122294,2020,12,12,20,26,4,0
5410056176712193,215,0,74.92,1,45,54229,44.5592,-87.8235,4306,29,1386879991,43.692041,-88.329307,2020,12,12,20,26,31,0
30560609640617,392,7,32.48,1,22,63453,40.4931,-91.8912,519,331,1386880015,39.83563,-92.868712,2020,12,12,20,26,55,0
6011382886333463,305,1,4.31,1,20,48636,44.6001,-84.2931,864,142,1386880024,44.944894,-84.177702,2020,12,12,20,27,4,0
4503101193493053000,385,7,29.39,0,7,33811,27.9865,-82.0139,237282,74,1386880069,28.442848,-82.463476,2020,12,12,20,27,49,0
4623560839669,286,13,2.31,1,10,51453,42.2619,-94.5566,695,3,1386880151,42.946697,-95.527034,2020,12,12,20,29,11,0
3559160581764413,35,6,68.56,1,32,14778,42.2701,-78.6847,1453,332,1386880171,41.529553,-78.924089,2020,12,12,20,29,31,0
4067137330196900,161,6,37.03,0,0,35554,33.9315,-87.6194,1186,252,1386880213,33.680925,-87.37691099999999,2020,12,12,20,30,13,0
5456776410929288,215,0,5.85,0,36,16048,41.0472,-79.8089,139,239,1386880224,40.644611,-79.504362,2020,12,12,20,30,24,0
4683638447911,236,0,69.68,1,16,70531,30.251,-92.5002,1261,40,1386880237,30.72732,-92.472873,2020,12,12,20,30,37,0
3583635130604947,420,12,72.95,0,36,19149,40.0369,-75.0664,1526206,309,1386880293,39.197313,-75.008103,2020,12,12,20,31,33,0
4301028321766222300,161,6,78.72,1,36,15077,40.6025,-80.3863,198,295,1386880321,40.756172,-79.60146800000001,2020,12,12,20,32,1,0
377026671291680,465,9,1.15,0,22,63665,37.3272,-91.0243,241,179,1386880372,38.2679,-91.207309,2020,12,12,20,32,52,0
4797297220948469000,41,0,27.91,0,13,47451,38.8938,-86.5246,1228,91,1386880388,38.212482,-86.320589,2020,12,12,20,33,8,0
6550399784335736,120,10,1.61,1,7,33981,26.9379,-82.2388,79008,274,1386880448,26.180005,-82.767115,2020,12,12,20,34,8,0
4364010865167176,463,9,43.11,1,31,89512,39.5483,-119.7957,276896,169,1386880566,38.940946,-119.959575,2020,12,12,20,36,6,0
4449530933957323,359,13,8.15,0,3,94971,38.2427,-122.9145,337,228,1386880586,39.168159,-123.729372,2020,12,12,20,36,26,0
4378993458389625.5,7,13,3.28,1,28,3818,43.9742,-71.1503,3807,311,1386880588,43.213231,-72.12561,2020,12,12,20,36,28,0
36722699017270,185,12,9.48,0,2,85173,33.2887,-111.0985,2872,243,1386880652,32.524882,-110.872957,2020,12,12,20,37,32,0
213157767990030,258,12,3.2,0,47,82901,41.606,-109.23,27971,219,1386880659,40.856133,-109.91213700000002,2020,12,12,20,37,39,0
3576021480694169,455,7,15,0,14,66618,39.1329,-95.7023,163415,294,1386880684,39.539613,-96.464543,2020,12,12,20,38,4,0
371226440126102,85,10,60.85,0,12,62262,38.9311,-89.2463,1810,276,1386880689,38.031953,-89.987363,2020,12,12,20,38,9,0
38859492057661,334,7,19.42,1,11,83252,42.1808,-112.262,4154,222,1386880719,42.187827,-112.130121,2020,12,12,20,38,39,0
2224100459250596.8,156,7,42.59,0,8,31547,30.7906,-81.5607,1293,223,1386880752,30.018719,-81.82084300000001,2020,12,12,20,39,12,0
6011197122270059,357,0,30.43,1,17,1535,42.2665,-72.0821,4680,125,1386880763,42.817731,-71.525476,2020,12,12,20,39,23,0
3520550088202337,284,0,76.22,1,21,55606,47.8342,-90.0476,272,135,1386880796,48.3936,-90.748187,2020,12,12,20,39,56,0
38797410705641,399,10,72.64,1,32,12460,42.4069,-74.1528,277,146,1386880888,43.172197,-74.3143,2020,12,12,20,41,28,0
675909898057,93,5,42.95,1,32,10504,41.136,-73.7009,7987,323,1386880926,41.518616,-74.33925500000001,2020,12,12,20,42,6,0
3576431665303017,49,7,19.87,0,2,85020,33.5623,-112.0559,1312922,86,1386881038,34.446538000000004,-111.182213,2020,12,12,20,43,58,0
676292294938,205,1,2.69,0,36,18357,41.2336,-75.2389,104,129,1386881112,42.039347,-75.833708,2020,12,12,20,45,12,0
373213026644490,345,12,5.99,1,3,92101,32.7185,-117.1593,1241364,85,1386881116,32.867371,-116.931032,2020,12,12,20,45,16,0
3582754887089201,238,0,46.52,1,1,71960,34.4596,-93.6743,1383,193,1386881161,33.638704,-93.862134,2020,12,12,20,46,1,0
213113338379864,60,7,61.96,1,18,21087,39.4558,-76.4147,5451,292,1386881183,40.12913,-77.388058,2020,12,12,20,46,23,0
3586008444788268,58,7,25.37,0,44,98027,47.4974,-122.0107,50489,235,1386881194,47.355451,-121.881839,2020,12,12,20,46,34,0
2719496466799416,178,5,50.88,0,38,57717,44.6723,-103.8396,8007,159,1386881304,43.892085,-103.370714,2020,12,12,20,48,24,0
30026790933302,451,7,55.52,1,23,39113,32.9013,-91.0286,595,318,1386881364,32.193596,-91.142572,2020,12,12,20,49,24,0
3559160581764413,206,6,75.3,1,32,14778,42.2701,-78.6847,1453,332,1386881390,41.687362,-78.979072,2020,12,12,20,49,50,0
38199021865320,226,5,75.61,1,28,3601,43.196000000000005,-72.3001,477,223,1386881415,42.997663,-72.511744,2020,12,12,20,50,15,0
6538441737335434,215,0,104.28,0,36,16114,41.3851,-80.1752,606,110,1386881496,41.536479,-79.989499,2020,12,12,20,51,36,0
6528911529051375,313,10,23.09,0,45,54896,45.8327,-91.0144,1478,225,1386881526,45.345896,-90.651708,2020,12,12,20,52,6,0
4010002218955876,277,1,97.4,0,40,77026,29.7972,-95.3288,2906700,19,1386881535,30.574209000000003,-94.650698,2020,12,12,20,52,15,0
4761403817546679000,128,5,76.4,0,1,72583,36.3924,-91.9932,1679,265,1386881543,35.772986,-91.092293,2020,12,12,20,52,23,0
3566875419572867,25,1,57.54,1,43,5486,44.64,-73.3113,1654,336,1386881588,44.065798,-73.15414200000001,2020,12,12,20,53,8,0
36722699017270,388,11,21.23,0,2,85173,33.2887,-111.0985,2872,243,1386881590,33.580296000000004,-110.375273,2020,12,12,20,53,10,0
4952583804639909,216,13,313.34,0,33,44483,41.2639,-80.8164,75903,193,1386881807,40.794149,-80.628325,2020,12,12,20,56,47,0
6011893664860915,131,11,7.9,0,4,80120,39.5994,-105.0044,320420,344,1386881809,39.62261,-105.322275,2020,12,12,20,56,49,0
213126662687660,105,5,27.75,1,40,78040,27.5155,-99.4986,248858,339,1386881831,26.59345,-100.410279,2020,12,12,20,57,11,0
370877495212014,54,13,15.99,0,25,28659,36.2017,-81.1286,21134,99,1386881847,35.978389,-82.078437,2020,12,12,20,57,27,0
6538441737335434,195,0,84.08,0,36,16114,41.3851,-80.1752,606,110,1386881858,41.009042,-81.171899,2020,12,12,20,57,38,0
4424338559877976,173,1,10.34,0,33,43330,40.813,-83.4196,118,257,1386881887,39.913217,-83.234113,2020,12,12,20,58,7,0
213174467670432,461,7,38.25,1,18,21913,39.4015,-75.8654,663,250,1386881930,39.796801,-75.480202,2020,12,12,20,58,50,0
213161869125933,28,7,30.47,0,19,4226,44.6084,-70.6993,190,17,1386881982,45.390299,-70.345066,2020,12,12,20,59,42,0
3556613125071656,135,0,9.41,1,40,77566,29.0393,-95.4401,28739,139,1386882019,29.645922,-96.431079,2020,12,12,21,0,19,0
3521815216091574,29,7,46.91,1,4,80436,39.7532,-105.6356,565,210,1386882041,38.890538,-105.860936,2020,12,12,21,0,41,0
4379260813815980000,169,5,50.06,1,3,94619,37.7878,-122.1884,381459,33,1386882090,38.466405,-121.240617,2020,12,12,21,1,30,0
4198470814557,422,6,2.61,0,10,51521,41.4768,-95.3509,2036,111,1386882101,42.41263,-95.377017,2020,12,12,21,1,41,0
6011382886333463,5,6,3.89,1,20,48636,44.6001,-84.2931,864,142,1386882114,44.794652,-84.89679699999999,2020,12,12,21,1,54,0
38797410705641,38,7,45.54,1,32,12460,42.4069,-74.1528,277,146,1386882216,42.678544,-74.903835,2020,12,12,21,3,36,0
5540636818935089,85,10,13.96,1,17,1843,42.6911,-71.1605,76383,145,1386882314,42.220909000000006,-71.64777,2020,12,12,21,5,14,0
2713913904780408,28,7,96.64,0,16,71232,32.3929,-91.4714,6581,215,1386882384,32.036099,-91.269414,2020,12,12,21,6,24,0
4906628655840914000,86,0,47.62,1,7,33040,24.6557,-81.3824,32891,331,1386882396,25.607246,-81.52086700000001,2020,12,12,21,6,36,0
630423337322,364,6,30.45,0,44,99160,48.8878,-118.2105,149,302,1386882426,48.511513,-119.166678,2020,12,12,21,7,6,0
4939976756738216,151,0,37.39,0,40,78584,26.4215,-99.0025,18128,166,1386882435,25.811645,-98.944729,2020,12,12,21,7,15,0
4426075337087319000,55,11,6.82,1,14,66616,39.0645,-95.6413,163415,71,1386882498,38.759222,-96.385925,2020,12,12,21,8,18,0
6539653032686894,360,6,32.67,1,3,95842,38.6865,-121.3494,757530,301,1386882533,39.038259,-121.09444,2020,12,12,21,8,53,0
213156747557083,145,6,163.87,1,3,91206,34.1556,-118.2322,172817,5,1386882656,33.949159,-118.009674,2020,12,12,21,10,56,0
376012912828093,382,7,66.12,1,12,60193,42.0144,-88.0935,92294,69,1386882699,41.989587,-88.035813,2020,12,12,21,11,39,0
4792627764422478000,336,6,49.66,0,14,66018,38.9462,-94.9714,5760,58,1386882713,39.104197,-95.730834,2020,12,12,21,11,53,0
6011893664860915,117,9,14.74,0,4,80120,39.5994,-105.0044,320420,344,1386882720,39.163777,-105.83621399999998,2020,12,12,21,12,0,0
501899453424,46,7,77.86,0,0,35903,33.9845,-85.9077,67082,50,1386882806,33.887885,-85.88315,2020,12,12,21,13,26,0
501899453424,193,7,51.93,0,0,35903,33.9845,-85.9077,67082,50,1386882806,34.284895,-86.77794200000001,2020,12,12,21,13,26,0
6592074504369261,464,7,76.74,0,36,19154,40.0897,-74.9781,1526206,76,1386882817,40.712277,-74.87498199999999,2020,12,12,21,13,37,0
4755696071492,64,9,2.17,1,40,75048,32.9643,-96.6012,20328,299,1386882851,33.70328,-96.204505,2020,12,12,21,14,11,0
4066595222529,1,10,1.59,0,15,41254,37.8795,-82.7251,571,275,1386882859,37.711332,-82.74959100000001,2020,12,12,21,14,19,0
4423489490781412,451,7,43.03,1,10,52768,41.6858,-90.3706,1426,9,1386882937,42.105945,-90.150876,2020,12,12,21,15,37,0
3595111028444131,28,7,41.85,1,22,63829,36.0434,-90.2907,1120,321,1386882957,36.969904,-90.041896,2020,12,12,21,15,57,0
342952484382519,191,5,10.62,0,5,6024,42.0158,-73.2913,647,85,1386883000,42.23272,-73.529862,2020,12,12,21,16,40,0
4855488158131690000,60,7,48.31,1,43,5654,44.1554,-72.4847,970,9,1386883177,44.111565,-71.661035,2020,12,12,21,19,37,0
4658490815480264,235,1,169.28,0,36,15449,39.9636,-79.7853,184,313,1386883192,40.411255,-79.469874,2020,12,12,21,19,52,0
213148039875802,24,10,248.54,0,7,33510,27.9551,-82.2966,79613,113,1386883200,28.266129,-81.64745400000001,2020,12,12,21,20,0,0
2291163933867244,438,13,3.72,1,37,29209,33.9659,-80.9355,333497,203,1386883275,34.123293,-81.621123,2020,12,12,21,21,15,0
2576709887791552,431,13,1.49,1,3,92128,33.0067,-117.069,1241364,56,1386883285,32.974105,-116.690376,2020,12,12,21,21,25,0
4862293128558,58,7,13.05,0,36,16839,41.0036,-78.1104,489,241,1386883578,40.189373,-77.940913,2020,12,12,21,26,18,0
3551217896304745,136,12,734.3,0,32,12986,44.232,-74.4905,6120,55,1386883682,43.549155,-75.014169,2020,12,12,21,28,2,0
3576431665303017,193,7,62.79,0,2,85020,33.5623,-112.0559,1312922,86,1386883776,33.322967,-112.073725,2020,12,12,21,29,36,0
3533012926413100,194,9,8.44,0,32,13304,43.2237,-75.1612,1684,166,1386883782,42.895288,-74.18703000000001,2020,12,12,21,29,42,0
3523843138706408,121,5,37.99,0,0,36758,32.6176,-86.9475,1412,100,1386883794,32.074997,-86.54907299999999,2020,12,12,21,29,54,0
3543591270174051,215,0,112.49,0,36,15920,40.4603,-79.0097,922,101,1386883794,40.621317,-78.698719,2020,12,12,21,29,54,0
4102003771126577700,424,7,66.09,1,40,76248,32.9276,-97.2489,95035,258,1386883843,32.34077,-97.701267,2020,12,12,21,30,43,0
2254917871818484,234,1,7.92,0,18,20687,38.0828,-76.3477,313,175,1386883866,37.440649,-75.622024,2020,12,12,21,31,6,0
4926376199189801,84,7,63.49,0,1,72529,36.3011,-91.5281,4726,244,1386883987,36.138601,-91.211309,2020,12,12,21,33,7,0
38199021865320,360,6,89.98,1,28,3601,43.196000000000005,-72.3001,477,223,1386884070,42.580027,-73.203841,2020,12,12,21,34,30,0
3545109339866548,44,8,5.08,1,23,38761,33.4783,-90.5142,2870,56,1386884119,34.047007,-89.96103199999999,2020,12,12,21,35,19,0
4128027264554081.5,156,7,134.09,1,33,43760,39.8788,-82.18799999999999,1831,35,1386884169,39.853487,-82.03501899999999,2020,12,12,21,36,9,0
6011893664860915,176,11,16.66,0,4,80120,39.5994,-105.0044,320420,344,1386884206,40.29498,-105.907507,2020,12,12,21,36,46,0
4961003488432306,394,5,82.77,0,36,17929,40.6284,-76.195,1606,102,1386884231,41.007294,-76.829149,2020,12,12,21,37,11,0
3506042666828517,259,5,93.25,0,46,25049,38.1372,-81.5962,630,130,1386884232,38.291828,-81.133613,2020,12,12,21,37,12,0
4570636521433188,189,7,49.23,0,7,32725,28.8989,-81.2473,88735,76,1386884245,28.533442,-81.57443,2020,12,12,21,37,25,0
502012776709,52,6,11.3,0,32,13342,42.6315,-75.1866,165,223,1386884249,41.800599,-75.815297,2020,12,12,21,37,29,0
5456712664803820,462,1,91.02,0,30,87543,36.1486,-105.6648,247,24,1386884302,36.805283,-106.431833,2020,12,12,21,38,22,0
4208110975550360000,387,10,69.09,1,8,31567,31.6143,-82.7243,782,32,1386884306,31.295165,-81.739331,2020,12,12,21,38,26,0
3598304579370089,105,5,69.69,1,14,67232,37.6395,-97.1714,409656,153,1386884307,38.596784,-96.265647,2020,12,12,21,38,27,0
4449530933957323,215,0,2.42,0,3,94971,38.2427,-122.9145,337,228,1386884354,38.01265,-123.565945,2020,12,12,21,39,14,0
4640395708703,79,1,11.27,0,16,70732,30.6576,-91.6264,1178,82,1386884381,30.431669,-90.993746,2020,12,12,21,39,41,0
3591919803438423,452,5,67.88,1,7,32780,28.5697,-80.8191,54767,298,1386884462,27.941697,-81.310514,2020,12,12,21,41,2,0
630451534402,108,12,12.23,0,20,49895,46.3535,-86.6345,765,169,1386884463,46.032437,-86.240072,2020,12,12,21,41,3,0
630451534402,413,10,110.64,0,20,49895,46.3535,-86.6345,765,169,1386884467,47.173338,-87.216543,2020,12,12,21,41,7,0
3533742182628021,340,10,8.87,1,37,29455,32.8357,-79.8217,20478,202,1386884528,32.430691,-80.750649,2020,12,12,21,42,8,0
4681601008538160,154,10,8.79,0,46,26041,39.9148,-80.73100000000001,16183,246,1386884529,39.608992,-79.818711,2020,12,12,21,42,9,0
213161869125933,396,5,73.81,0,19,4226,44.6084,-70.6993,190,17,1386884638,45.355074,-70.824588,2020,12,12,21,43,58,0
30234966027947,272,10,5.73,1,45,53061,43.9446,-88.0911,5196,65,1386884822,42.983394,-88.640339,2020,12,12,21,47,2,0
4450831335606295,63,9,5.66,0,34,74536,34.5906,-95.38,1760,228,1386884882,34.89119,-96.345782,2020,12,12,21,48,2,0
3511378610369890,31,6,31.23,1,0,35811,34.7789,-86.5438,190178,322,1386884901,35.692831,-86.043662,2020,12,12,21,48,21,0
4119762878330989,305,1,129.57,0,12,61530,40.7152,-89.2706,6713,25,1386885061,40.131395,-88.818625,2020,12,12,21,51,1,0
2242542703101232.8,8,10,13.27,1,15,40077,38.4921,-85.4524,564,242,1386885075,37.605798,-84.955247,2020,12,12,21,51,15,0
4807552641361,85,10,9.73,0,33,43070,40.2158,-83.9579,133,264,1386885093,41.018785,-83.985536,2020,12,12,21,51,33,0
36078114201167,137,5,32.42,1,15,41836,37.2692,-82.9161,798,123,1386885114,37.554393,-81.942072,2020,12,12,21,51,54,0
2233882705243596,344,6,89.18,0,23,39769,33.357,-89.0473,1923,206,1386885143,32.685439,-89.412534,2020,12,12,21,52,23,0
3512365128314616,370,5,44.27,1,22,63010,38.4305,-90.387,35439,182,1386885223,38.474604,-89.408203,2020,12,12,21,53,43,0
36078114201167,210,1,69.04,1,15,41836,37.2692,-82.9161,798,123,1386885301,37.534712,-82.78132099999999,2020,12,12,21,55,1,0
4426075337087319000,164,1,30.59,1,14,66616,39.0645,-95.6413,163415,71,1386885325,38.629658,-96.617631,2020,12,12,21,55,25,0
3592931352252641,149,7,37.38,1,21,55001,44.8696,-92.8234,2916,35,1386885395,44.216228,-93.419328,2020,12,12,21,56,35,0
3589255887819806,210,1,77,1,18,21750,39.6991,-78.1762,3766,253,1386885409,39.247017,-77.196916,2020,12,12,21,56,49,0
